영농작물,재배제목,재배내용
쑥갓,웃거름,"① 쑥갓은 생육기간이 짧아서 거름을 모두 밑거름으로 준다. 그렇지만 2차, 3차 재생을 시켜 수확기간을 연장할 때는 웃거름을 추가로 줄 수 있다. ② 웃거름은 쑥갓 골 사이에 호미로 파서 넣어 줄 수 있는데 1차 수확을 한 다음 ‘원예추비’를 50g/㎡을 넣어준다. ③ 화학비료 대신 깻묵비료를 만들어 줄 수 있는데, 깻묵과 쌀겨를 3;2로 섞어서 10배 물을 부어 2개월가량 발효시킨다. 이때 물대신 막걸리로 대신하여도 좋고 흑설탕을 조금 가미하여도 좋다. 발효가 끝나면 윗물을 따로 받아 물 10배에 희석하여 물 비료 상태로 웃거름으로 준다. 깻묵 찌꺼기는 골 사이에 넣어주어도 좋다. 깻묵비료는 발효하면서 냄새가 고약하므로 아파트에서는 만들기 곤란하다."
쑥갓,수확,① 쑥갓은 씨앗을 뿌린 지 1개월이 지나면 15cm 이상 자라서 수확이 가능하다.② 지면에서 가까이 밑동을 잘라 수확하면 재생이 불가능하여 2~3회 수확이 불가능하다. ③ 일반 쑥갓재배에서는 일시 수확하는 재배이므로 지면 가까이 베어서 수확하지만 텃밭에서는 2~3회 수확을 해야 하므로 밑의 잎을 3~5매 남기고 베면 잎자루 안쪽의 눈이 터서 곁가지가 발생하여 20~30일 후 2~3회 수확이 가능하다.(그림 쑥갓 수확)
오이,밑거름,"텃밭에 밑거름을 줄 때는 복합비료를 주는 것이 간편하다. 원예용 복합비료는 여러 가지 제품이 나와 있는데, 예를 들어 성분량이 10-11-12-2(고토)-0.3(붕소)으로 표시되어있을 경우에 비료성분은 질소(N) 10%, 인산(P) 11%, 칼리(K) 12%, 고토(Mg) 2%, 붕소(B) 0.3%가 함유되어 있음을 의미하며 전 세계적으로 공통적인 표기방법이다. 오이 밭에 밑거름은 1㎡ 당 퇴비 1.5 kg, 원예용복합비료 120g 또는 혼합유기질비료 360 g을 밭 전면에 고루 펼쳐 뿌려준다. 텃밭은 규모가 작기 때문에 작물별로 비료를 세분하여 따로 줄 수 없다. 그래서 위의 비료량을 밑거름으로 준 다음 다른 작물을 심어도 큰 문제가 없다. 복합비료가 아닌 단용비료로 줄때는 1㎡ 당 퇴비를 1.5kg, 요소 26g, 용과린 82g, 염화가리 20g, 석회 200g을 넣어준다."
오이,이랑만들기,퇴비와 비료를 고루 펼친 다음 밭을 갈아엎고 로터리 작업으로 흙을 곱게 분쇄한 다음 이랑을 200cm로 만들어 두둑은 160cm 고랑은 40cm로 만드는데 오이를 심기 10일전까지 만들어야 한다.(그림1. 오이 이랑 만들기와 심는 거리)
오이,씨뿌리기,"오이는 1㎡ 당 2~3포기를 심으므로 많은 모종이 필요하지 않다. 1가구당 4~5포기를 심으면 자급하고도 남을 만큼 수확이 되므로 많이 심지 않도록 한다. 피클오이는 포기가 작으므로 1㎡ 당 5~6포기를 심으므로 모종을 많이 확보해야 한다. 육묘는 9cm 포트나 플러그(Plug) 육묘 모두 가능한데 플러그 육묘의 경우는 72공이하의 큰 규격의 트레이(Tray)를 사용하는 것이 좋다.  포트나 플러그 1홀당 파종립수는 3~4립씩 파종하여 1주당 2~3본식이 되게 한다. 육묘용 상토는 병원균과 해충이 없고 모 기르기에 알맞은 비료가 들어 있는 원예용상토(바로커상토, 부농원예용상토)를 사용하는 것이 좋다."
오이,모 기르기,"▷ 솎음작업오이가 싹이 트면 보통 1~2회로 나누어 솎음작업을 실시하는데 1차 솎음은 싹이 터서 모두 올라오면 떡잎 모양이 정상적이며 뿌리가 올곧은 것으로 2~3본을 남기고 솎아주고 2차 솎음은 본 잎이 2매 나왔을 때 생육이 고른 것 하나만 남기고 솎아주는데 너무 크게 자라거나 생육이 쳐지는 것을 솎아준다. 이렇듯 하나씩 남긴 오이 모종의 생육이 고르면 중간 생육이나 수확기에 이르러도 오이의 생육이 고르게 자라서 오이 작업관리가 편리하며 품질이 좋은 오이를 수확할 수 있다. 그런데 2차 솎음작업을 할 때 생육이 빠르고 크게 자란 것을 남기고 솎아주면 생육이 빠른 개체가 주변의 수분과 양분을 독차지하며 자라게 되어 주변 오이들이 정상적인 생육을 하지 못하고 생장이 쳐져서 생육이 고르지 못하게 된다. 그러므로 오이의 솎음작업은 모종상태에서 서로 균형을 이룬 모종을 남기고 솎음 작업을 실시하여 모종의 생육이 균일하게 자라도록 하는 것이 모기르기의 핵심기술이다.▷ 모종 고르기오이는 모 기르는 기간이 15일~30일 정도이다. 그 이유는 오이의 뿌리는 쉽게 노화되므로 모를 노화되도록 육묘기간을 길게 하면 아주심기 이후 새 뿌리가 더디나와 뿌리 활착이 늦게 된다. 따라서 오이 육묘는 가급적 짧게 하는 것이 좋다. 오이 모종은 본엽이 3~5매 정도가 알맞고 떡잎이 노랗게 변색이 되면 모가 노화된 것이다. 모종을 포트에서 뽑아보면 뿌리 색깔이 새하얗게 보이면 뿌리가 싱싱한 것이고 색깔이 노랗거나 갈색을 띄면 뿌리가 노화된 것이므로 좋지 않다. 또한, 오이 잎이 힘차고 변형되거나 기형적인 잎이 있는 것은 좋지 않다. (오이 모종 사진)"
오이,모종심기,"▷ 오이 모종 심기 : 오이는 서리에 매우 약하므로 늦서리가 끝나는 5월에 심어야 안전하며 심는 시기를 당겨서 4월에 심으면 자칫 늦서리 피해로 모종을 다 죽이고 다시 심어야 하는 경우도 생길 수 있으니 중부지역은 5월 상순, 남부지방은 4월 하순 이후에 심어야 서리 피해를 피할 수 있다. 이때 모종 심는 간격은 줄 간격 100cm, 심는 간격은 35~40cm로 심는다. ▷ 모종 심는 요령 : 모종을 심을 때 주의해야할 점은 모종 흙이 밭 흙 위로 올라오도록 얕게 심는 것이다. 모종을 얕게 심으면 땅 온도가 높아서 뿌리내림이 매우 빨라진다. 햇빛을 직접 받는 겉흙은 땅 온도가 빨리 오르는 반면 땅속 깊은 곳은 온도가 낮아서 새 뿌리의 발생이 더디기 때문이다. 또, 모종은 땅에 맞닿는 부분이 병으로부터 매우 취약하므로 모종 흙이 땅 위로 약간 드러나게 심으면 땅에서 전염되는 병의 감염을 막을 수 있다."
오이,웃거름,"▷ 웃거름 주는 시기 ① 웃거름은 세 번으로 나누어 주는데 1차 웃거름은 씨앗을 뿌린 날로부터 25일경에 주고, 2차 웃거름은 1차 후 15일경에 주고, 3차 웃거름은 오이의 자람세를 보아 15일 전후로 웃거름을 준다. ② 1차 웃거름은 식물체로부터 15cm 떨어진 곳에 깊이 5~10cm로 파서 비료를 넣어주고 흙으로 덮어준다. ③ 2차 웃거름은 오이 포기로부터 30cm 가량 떨어진 곳에 그리고 3차 웃거름은 열에서 30cm 정도 고랑이나 열 사이에 골을 파서 비료를 넣어준다. (그림1. 오이 웃거름 주는 위치)④ 웃거름은 웃거름 전용비료(N-K비료)로 주는 것이 편리한데 웃거름 전용비료인 ‘원예추비’ (13-0-13-3-0.3)나 ‘원예웃거름’(12-0-12-2-0.2)이 있다. 웃거름을 ‘원예추비’나 ‘원예웃거름’으로 줄 경우에 매회 각각 20g/㎡을 주며 수세를 보아 주는 양을 가감할 수 있다.⑤ 화학비료 대신 깻묵비료를 만들어 줄 수 있는데, 깻묵과 쌀겨를 3:2로 섞어서 10배 물을 부어 2개월가량 발효시킨다. 이때 물대신 막걸리로 대신하여도 좋고 흑설탕을 조금 가미하여도 좋다. 발효가 끝나면 윗물을 따로 받아 물 10배에 희석하여 물 비료 상태로 웃거름으로 준다. 깻묵 찌꺼기는 밭 흙 속에 넣어주어도 좋다. 깻묵비료는 발효하면서 냄새가 고약하므로 아파트에서는 만들기 곤란하다.▷ 오이의 수세진단오이의 수세판단은 웃거름을 주는 시기를 판단하는 중요한 지침이 된다. 예컨대 오이의 수세진단은 주로 이른 아침에 어린오이가 붙은 암꽃이 개화한 마디에서 생장점까지 길이가 40cm이하이면 수세가 약한 것이고 이때 웃거름을 주어 수세를 회복해야 하며, 60cm가 넘으면 수세가 강하므로 웃거름을 주지 않아도 되는 시점이며 그 길이가 40~60cm 범위에 있으면 계획대로 웃거름을 준다.(그림2. 오이 암꽃 개화 판단하는 수세진단) 생장점에서 수확할 수 있는 오이 착과 마디까지의 길이는 140cm 정도가 초세가 알맞은 상태이다."
오이,지주세우기,"▷ 줄기 유인오이는 줄기성 작물이므로 주지를 세워 오이 줄기를 유인해주어야 한다. 주지 세우는 방법은 A자 합장식이나 I자형 직립식으로 유인할 수 있는데 A자 합장식은 상단을 서로 의지하며 묶어주므로 상단을 서로 이어주는 막대로 묶어주면 바람에도 견딜 수 있는 튼튼한 시설이 된다. 그렇지만 I자형 직립식 유인은 열을 지여 묶어주고 다시 I자끼리 다시 묶어주는 노력이 필요하므로 다소 번거로울 수 있지만 공간 확보 면에서 통풍과 채광이 좋아서 좋은 오이를 수확할 수 있다.(그림1. 오이 유인방법)▷ 착과관리오이가 매달리는 특성을 보면 원줄기 가꾸기(흑침계 청장오이와 다다기오이)로 줄기를 유인하여 오이 마디에서 나오는 곁가지는 모두 제거하고 원줄기만 길러서 22~23마디까지 가꾼다. 그렇지만 첫 번째 수확할 오이는 6마디까지는 모두 제거하고 7마디부터 달리는 오이를 수확한다. 오이 식물체가 어렸을 때 착과를 시키면 생육이 무리가 가서 착과가 불량해질 수 있으므로 주의해야 한다.한편, 백침계 흑진주 오이와 삼척오이는 원가지에서 보다 곁가지에서 암꽃이 잘 달리므로 곁가지를 제거하지 않고 3~4마디 정도 길러서 암꽃을 매달아 오이를 수확해야 한다.(그림2. 오이가 매달리는 특성)▷ 피클오이 줄기관리피클오이는 생육 초기 늦서리 피해에 주의를 해야 하나 특별한 관리노력은 소요되지 않는다. 줄기를 정지할 필요가 없으며 다만 줄기가 사방으로 고루 퍼져 자라도록 유인만 할뿐이며 일반오이에서 실시하는 순지르기라든지 5~7마디 아래 암꽃 따주기, 적엽 등의 작업이 전혀 필요하지 않다. 물론 피클오이도 A자형이나 I자형 수직으로 오이 망을 설치하여 유인 재배할 수도 있다. 피클오이는 곁가지가 많이 나오는데 자가 노동력에 여유가 있을 경우에는 곁가지까지 유인하는 것이 좋으나 그렇지 않으면 곁가지는 땅에 포복하도록 방임하고 본줄기만 오이 망에 유인하도록 한다."
오이,수확하기,"▷ 일반오이 : 오이는 꽃이 핀 후 10일이면 과일 생장이 거의 완료되므로 10일 이내 수확하여야 한다. 10일 이상 수확하지 않고 두어도 외형적 생장은 하지 않고 윗마디에 착과된 어린과일의 영양을 빼앗으므로 어린 오이의 성장을 저해할 뿐이다. 그러므로 개화 후 10일 이내에 수확을 제때에 해 주어야 윗마디의 어린오이들이 생장을 하여 전체적인 수량이 높아진다. 물론 어린오이가 구부러진 오이는 성장하면서 곧바로 펴지지 않으므로 개화할 때 구부러진 오이는 어린 오이 때 오이를 따주는 것이 상품성이 좋은 오이를 많이 따는 비결이다.▷ 노각오이 : 생육후기에 오이의 수확이 완료될 무렵이 되면 오이 한 포기에 1개 과일은 수확을 하지 않고 개화 후 20일 이상 가꾸면 오이가 부피 생장을 하고 오이 겉 표면이 황갈색으로 변하면서 노각오이를 수확할 수 있다. 이 노각오이를 생육 초기에 수확한다면 다른 어린오이들이 생장을 못하여 수량이 크게 낮아지므로 유의해야 한다.(노각오이 사진)▷ 피클오이 : 마디마다 오이가 무수히 달리는데 개화 후 10일 이내 수확하여야 많은 오이를 수확할 수 있으므로 수확기를 늦추지 않도록 한다. 피클오이의 등급기준은 과실의 길이로 A등급(9cm이하), B등급(9～12cm), 그리고 등외 급인 C등급(12cm이상)으로 나눈다. 따라서 과실의 크기는 12cm 이내에서 수확을 하며, 수확을 할 때 5~6cm의 어린 과실까지 수확하여 한다. 수확간격에 따라 다르지만 1~2일 만에 과실이 비대하여 등 외급으로 떨어지는 것을 막기 위해서는 A등급의 작은 과실이라도 수확을 해야 한다. 수확 주기는 하루에서 3~4일 간격으로 할 수 있으나 간격이 길어지면 과실이 커져 등외 등급과실이 많이 발생하므로 수확간격을 거의 매일 수확하는 것이 상품수량을 높이는 길이다."
당근,밑거름,"① 파종 1~2주 전, 당근을 심을 밭에 1㎡당 완숙퇴비를 3kg 또는 원예용 복합비료 150g 넣는다. 산성토양의 경우  1㎡당 석회 100g을 넣어 산도조절을 한다.   ② 당근은 뿌리채소이기 때문에 밑거름을 부족하지 않게 주는 것이 좋다. 부숙이 덜 된 퇴비나 덩어리 진 화학비료를 사용하면 뿌리가 갈라지는 원인이 되기 때문에 반드시 완숙퇴비를 사용하거나 비료 덩어리를 잘게 부수어 넣는 것이 좋다."
당근,이랑만들기,"① 당근은 뿌리채소이기 때문에 퇴비와 비료가 골고루 섞이도록 하여 삽으로 깊이 뒤집는다.  ② 물빠짐이 좋도록 이랑의 높이는 약 10cm 정도 높이로 만든다. 이랑과 고랑을 합쳐 폭이 약 1m 정도, 파종할 부분이 60cm 정도로 조성하여 쇠갈퀴 등을 이용하여 파종할 면을 평평하게 만든다. 돌이나 거친 흙덩어리는 뿌리가 갈라지는 원인이 될 수 있으니 밖으로 골라낸다."
당근,씨앗준비,"① 당근은 색깔과 형태 등 다양한 품종이 있기 때문에 가까운 종묘상에서 마음에 드는 품종을 골라서 심는다. 인터넷을 이용하여 사전에 품종 정보를 조사하면 종자를 구입하는데 도움이 될 것이다. ② 일반적인 당근은 3치당근, 5치당근, 긴당근 등으로 구분되는데 우리나라에서는 5치당근이 가장 널리 재배되고 있다. ③ 텃밭 재배를 위해서는 5~20㎖ 소포장 종자를 구입하는 것이 좋다. 하지만, 당근의 발아율이 높지 않으므로 다른 씨앗보다는 넉넉하게 준비하는 것이 좋다. ④ 당근 종자는 상온에 오래 두면 발아가 잘 되지 않지만 냉장고에 보관하면 다음 작기까지는 파종할 수 있다."
당근,파종하기,"① 60cm 정도의 파종 면에 3줄로 뿌림골을 만들고, 1~2cm간격에 씨앗이 하나씩 들어가도록 줄뿌림을 한다. ② 파종 후 5mm 정도로 흙을 덮고, 종자의 발아를 돕기 위해 살짝 파종 표면을 두드리거나, 표면에 짚 등을 덮어 수분의 증발을 막고 건조하지 않도록 충분히 물을 준다.③ 발아를 결정하는 것은 물관리이다. 온도에 따라 발아기간이 다른데, 대개 물을 충분히 주면 5일(30℃)에서 10일(15℃) 정도면 싹이 난다."
당근,솎음작업,① 1차 솎아주기 : 파종 후 한달 쯤 지나면 본잎이 2~3매 정도로 자라는데 이 때 첫번째 솎아주기를 한다. 2~3cm 정도 간격으로 솎아주기를 하고 남은 당근에는 흙을 모아 어린 줄기가 쓰러지지 않도록 북주기를 한다. ② 2차 솎아주기 : 본잎이 5~6매 정도가 되면 두번째 솎아주기를 한다. 10cm이상 간격으로 솎아주고 남은 당근은 첫번째 솎아주기 때와 마찬가지로 흙을 모아 북주기를 한다.※ 솎아주기를 확실하게 해 주지 않으면(간격이 너무 좁으면) 당근을 튼튼하게 키울 수 없으므로 두번째 솎아주기를 확실하게 해 준다.
